# Audio2txt v3.0 - 顧問訪視1001
# Duration: 52.7min
# Processing: 4.5min
# Speakers: 3

# SPEAKER_00: 14.9min (396 segments)
# SPEAKER_01: 36.0min (574 segments)
# SPEAKER_02: 2.3min (315 segments)

============================================================

[21:03 -> 21:05][SPEAKER_01]: 你要透過營收來去下廣告
[21:05 -> 21:07][SPEAKER_01]: 這樣才能更加的放大
[21:07 -> 21:08][SPEAKER_01]: 對
[21:08 -> 21:09][SPEAKER_00]: 對懂
[21:09 -> 21:10][SPEAKER_00]: 就是越滾越大這樣子
[21:10 -> 21:11][SPEAKER_00]: 對對對
[21:11 -> 21:12][SPEAKER_01]: 就是用靠營收
[21:12 -> 21:13][SPEAKER_01]: 而且這樣子
[21:13 -> 21:14][SPEAKER_01]: 你才會知道說
[21:14 -> 21:15][SPEAKER_01]: 呃
[21:15 -> 21:17][SPEAKER_01]: 你的廣告是不是真的有做達到
[21:17 -> 21:18][SPEAKER_01]: 你
[21:18 -> 21:19][SPEAKER_01]: 預想的目標
[21:19 -> 21:20][SPEAKER_01]: 才不會說
[21:20 -> 21:22][SPEAKER_01]: 我下廣告之後
[21:22 -> 21:23][SPEAKER_01]: 然後
[21:23 -> 21:24]: 我是
[21:24 -> 21:25][SPEAKER_01]: 不是
[21:25 -> 21:26][SPEAKER_01]: 我不是透過
[21:26 -> 21:27][SPEAKER_01]: 我的營收的10%
[21:27 -> 21:28][SPEAKER_01]: 嗯
[21:28 -> 21:29][SPEAKER_01]: 來去下的
[21:29 -> 21:30][SPEAKER_01]: 那這樣子
[21:30 -> 21:31][SPEAKER_01]: 你的
[21:31 -> 21:32][SPEAKER_01]: 永遠抓不到你的
[21:32 -> 21:33][SPEAKER_01]: budget是要
[21:33 -> 21:34][SPEAKER_01]: 下多少廣告
[21:34 -> 21:35][SPEAKER_01]: 懂
[21:35 -> 21:36][SPEAKER_00]: 懂
[21:36 -> 21:37][SPEAKER_00]: ok
[21:37 -> 21:38][SPEAKER_00]: 那我在目前聽起來
[21:38 -> 21:39][SPEAKER_00]: 你現在主力的
[21:39 -> 21:40][SPEAKER_00]: 嗯
[21:40 -> 21:41][SPEAKER_00]: 銷售其實大部分都會
[21:41 -> 21:42][SPEAKER_00]: 產品部分的話
[21:42 -> 21:44][SPEAKER_00]: 大部分都會放在3C產品這一塊嘛
[21:44 -> 21:45][SPEAKER_00]: 嗯
[21:45 -> 21:46][SPEAKER_00]: 因為這也算是市場的驅動
[21:46 -> 21:47][SPEAKER_00]: 對
[21:47 -> 21:48][SPEAKER_00]: 一開始你有去做
[21:48 -> 21:49][SPEAKER_00]: 保養品為主
[21:49 -> 21:50][SPEAKER_00]: 然後後來3C產品
[21:50 -> 21:51][SPEAKER_00]: 算是一個機緣
[21:51 -> 21:52][SPEAKER_00]: 對
[21:52 -> 21:53][SPEAKER_00]: 而且進來之後發現
[21:53 -> 21:54][SPEAKER_00]: 他賣的比他更好
[21:54 -> 21:55][SPEAKER_00]: 對
[21:55 -> 21:56][SPEAKER_00]: 然後越走越走
[21:56 -> 21:57][SPEAKER_00]: 好像他自然而然
[21:57 -> 21:58][SPEAKER_00]: 他就走了比較前面
[21:58 -> 21:59][SPEAKER_00]: 對
[21:59 -> 22:00][SPEAKER_00]: 那保養品有可能是市場已經蠻競爭的
[22:00 -> 22:01][SPEAKER_00]: 或者是
[22:01 -> 22:02][SPEAKER_00]: 消費者的消費的行為
[22:02 -> 22:04][SPEAKER_00]: 他思考點比較長啊
[22:04 -> 22:05][SPEAKER_00]: 怎麼久的
[22:05 -> 22:06][SPEAKER_00]: 那就是直接
[22:06 -> 22:14][SPEAKER_00]: 他目前的比重大概是多少
[22:14 -> 22:15][SPEAKER_01]: 73
[22:15 -> 22:16][SPEAKER_01]: 有時候82
[22:16 -> 22:17][SPEAKER_00]: 哦
[22:17 -> 22:18][SPEAKER_00]: OK
[22:18 -> 22:19][SPEAKER_00]: 所以這邊他們
[22:19 -> 22:21][SPEAKER_00]: 下單的速度還蠻快的
[22:21 -> 22:22][SPEAKER_00]: 對
[22:22 -> 22:23][SPEAKER_01]: 我的
[22:23 -> 22:24][SPEAKER_01]: 我的
[22:24 -> 22:26][SPEAKER_01]: 滑鼠是每天都有在出貨的
[22:26 -> 22:27][SPEAKER_01]: 嗯
[22:27 -> 22:28][SPEAKER_01]: 對
[22:28 -> 22:29][SPEAKER_01]: 因為每天都有訂單
[22:29 -> 22:30][SPEAKER_01]: 那大月的話就比較好
[22:30 -> 22:31][SPEAKER_01]: 這
[22:31 -> 22:32][SPEAKER_01]: 這一兩個月還好
[22:32 -> 22:33][SPEAKER_01]: 嗯
[22:33 -> 22:34][SPEAKER_01]: 這一兩個禮拜
[22:34 -> 22:35][SPEAKER_01]: 因為
[22:35 -> 22:36][SPEAKER_01]: 遇到
[22:36 -> 22:37][SPEAKER_01]: 廉價
[22:37 -> 22:38][SPEAKER_01]: 又
[22:38 -> 22:39][SPEAKER_01]: 風雜
[22:39 -> 22:40][SPEAKER_01]: 又什麼的
[22:40 -> 22:41][SPEAKER_01]: 對
[22:41 -> 22:43][SPEAKER_01]: 所以其實這一兩個禮拜的業績還好
[22:43 -> 22:44][SPEAKER_01]: 嗯
[22:44 -> 22:45][SPEAKER_01]: 但是
[22:45 -> 22:46][SPEAKER_01]: 平均來講的話
[22:46 -> 22:49][SPEAKER_01]: 因為每個月我都會看我的
[22:49 -> 22:50][SPEAKER_00]: 報表
[22:50 -> 22:51][SPEAKER_00]: 那個是消耗的
[22:51 -> 22:52][SPEAKER_01]: 對
[22:52 -> 22:55][SPEAKER_01]: 其實都多多少少有在成長
[22:55 -> 22:56][SPEAKER_01]: 嗯
[22:56 -> 22:57][SPEAKER_01]: 那有時候成長不多
[22:57 -> 22:58][SPEAKER_01]: 但是至少
[22:58 -> 22:59][SPEAKER_01]: 那個是月份的原因
[22:59 -> 23:00][SPEAKER_01]: 對
[23:00 -> 23:01][SPEAKER_01]: 因為像二月份
[23:01 -> 23:02][SPEAKER_01]: 嗯
[23:02 -> 23:05][SPEAKER_01]: 就很多要包二包紅包啦
[23:05 -> 23:06][SPEAKER_01]: 嗯
[23:06 -> 23:07][SPEAKER_01]: 要過年嘛
[23:07 -> 23:08][SPEAKER_01]: 對
[23:08 -> 23:09][SPEAKER_01]: 然後小孩子要幹嘛要開學什麼
[23:09 -> 23:12][SPEAKER_01]: 只要有特定的一些月份其實
[23:12 -> 23:14][SPEAKER_01]: 那個業績其實就看前一天了
[23:14 -> 23:15][SPEAKER_01]: 嗯
[23:15 -> 23:16][SPEAKER_01]: 來做稍微比較沒有低
[23:16 -> 23:17][SPEAKER_01]: 就還好
[23:17 -> 23:18][SPEAKER_01]: 嗯
[23:18 -> 23:19][SPEAKER_00]: 所以
[23:19 -> 23:20][SPEAKER_00]: 也蠻厲害的
[23:20 -> 23:22][SPEAKER_00]: 所以現在基本上我們的消耗的部分的話
[23:22 -> 23:23][SPEAKER_00]: 嗯
[23:23 -> 23:24][SPEAKER_00]: 嗯
[23:24 -> 23:25][SPEAKER_00]: 都還蠻順的
[23:25 -> 23:26][SPEAKER_00]: 因為你也沒有特別要去
[23:26 -> 23:27][SPEAKER_00]: 嗯
[23:27 -> 23:28][SPEAKER_00]: 做一些促銷啦
[23:28 -> 23:29][SPEAKER_00]: 廣告啦
[23:29 -> 23:30][SPEAKER_00]: 推廣啦
[23:30 -> 23:31][SPEAKER_00]: 對
[23:31 -> 23:32][SPEAKER_00]: 目前也很少嘛
[23:32 -> 23:33][SPEAKER_01]: 對不對
[23:33 -> 23:34][SPEAKER_01]: 對
[23:34 -> 23:35][SPEAKER_01]: 因為我如果
[23:35 -> 23:36][SPEAKER_01]: 我現在
[23:36 -> 23:37][SPEAKER_01]: 嗯
[23:37 -> 23:38][SPEAKER_01]: 有拍一些短影片
[23:38 -> 23:39][SPEAKER_01]: 的用意也是為了後續的廣告
[23:39 -> 23:40][SPEAKER_01]: 嗯
[23:40 -> 23:41][SPEAKER_01]: 要走的時候
[23:41 -> 23:44][SPEAKER_01]: 有一些素材
[23:44 -> 23:45][SPEAKER_01]: 對
[23:45 -> 23:46][SPEAKER_01]: 那
[23:46 -> 23:47][SPEAKER_01]: 素材也好
[23:47 -> 23:48][SPEAKER_01]: 練練
[23:48 -> 23:49][SPEAKER_01]: 呃
[23:49 -> 23:50][SPEAKER_01]: 練經驗也好
[23:50 -> 23:51][SPEAKER_01]: 嗯
[23:51 -> 23:52][SPEAKER_01]: 就是為了歐盟這些事情
[23:52 -> 23:53][SPEAKER_01]: 對
[23:53 -> 23:54][SPEAKER_00]: 因為現在
[23:54 -> 23:55][SPEAKER_00]: 我們也有拜訪過一些
[23:55 -> 23:56][SPEAKER_00]: 呃
[23:56 -> 23:57][SPEAKER_00]: 零售的品牌業者嘛
[23:57 -> 23:58][SPEAKER_00]: 對
[23:58 -> 23:59][SPEAKER_00]: 然後他們
[23:59 -> 24:00][SPEAKER_00]: 蠻辛苦的啦
[24:00 -> 24:01][SPEAKER_00]: 就是
[24:01 -> 24:02][SPEAKER_00]: 喔
[24:02 -> 24:03][SPEAKER_00]: 廣告也投了
[24:03 -> 24:04][SPEAKER_00]: 很多網紅什麼也都做了
[24:04 -> 24:05][SPEAKER_00]: 那反而
[24:05 -> 24:06][SPEAKER_00]: 反觀
[24:06 -> 24:07][SPEAKER_01]: 呃
[24:07 -> 24:08][SPEAKER_01]: 因為那些事情我做過了
[24:08 -> 24:09][SPEAKER_01]: 嗯
[24:09 -> 24:10][SPEAKER_01]: 那效果不好
[24:10 -> 24:11][SPEAKER_01]: OK
[24:11 -> 24:12][SPEAKER_01]: 因為你
[24:12 -> 24:13][SPEAKER_01]: 那個時候是屬於
[24:13 -> 24:14][SPEAKER_01]: 沒有集中資源
[24:14 -> 24:15][SPEAKER_00]: 可是對他們來說
[24:15 -> 24:16][SPEAKER_00]: 那個基本上
[24:16 -> 24:17][SPEAKER_00]: 就沒什麼訂單了
[24:17 -> 24:18][SPEAKER_01]: 對啊
[24:18 -> 24:19][SPEAKER_01]: 因為他們就只靠
[24:19 -> 24:20][SPEAKER_01]: 那一塊
[24:20 -> 24:21][SPEAKER_01]: 他們的廣告只要一停
[24:21 -> 24:22][SPEAKER_01]: 就沒訂單了
[24:22 -> 24:23][SPEAKER_01]: 嗯
[24:23 -> 24:24][SPEAKER_01]: 那這個是一個很可怕的事情
[24:24 -> 24:25][SPEAKER_02]: 是是是
[24:26 -> 24:27][SPEAKER_01]: 我
[24:27 -> 24:28][SPEAKER_01]: 那個時候也是
[24:28 -> 24:29][SPEAKER_01]: 有這樣子
[24:29 -> 24:30][SPEAKER_01]: 但是我會說
[24:30 -> 24:31][SPEAKER_01]: 不好是因為
[24:31 -> 24:32][SPEAKER_01]: 你如果只是
[24:32 -> 24:33][SPEAKER_01]: 單純靠那個
[24:33 -> 24:34][SPEAKER_01]: 就代表說
[24:34 -> 24:35][SPEAKER_01]: 你是一直砸錢
[24:35 -> 24:36][SPEAKER_01]: 嗯
[24:36 -> 24:37][SPEAKER_01]: 去讓人家看到
[24:37 -> 24:38][SPEAKER_02]: 嗯
[24:38 -> 24:39][SPEAKER_01]: 那
[24:39 -> 24:40][SPEAKER_01]: 相對的
[24:40 -> 24:41][SPEAKER_01]: 消費者的
[24:41 -> 24:42][SPEAKER_01]: 觀念就代表
[24:42 -> 24:43][SPEAKER_01]: 那回購率不高
[24:43 -> 24:44][SPEAKER_01]: 對
[24:44 -> 24:45][SPEAKER_02]: 對
[24:45 -> 24:46][SPEAKER_01]: 我沒看到數據
[24:46 -> 24:47][SPEAKER_01]: 對
[24:47 -> 24:48][SPEAKER_01]: 但是我的認知
[24:48 -> 24:49][SPEAKER_01]: 懂
[24:49 -> 24:50][SPEAKER_01]: 這樣子一定是你的
[24:50 -> 24:51][SPEAKER_00]: 回購率不高嗎
[24:51 -> 24:52][SPEAKER_00]: 嗯
[24:52 -> 24:53][SPEAKER_00]: 要不然
[24:53 -> 24:54][SPEAKER_00]: 所以你會專注在
[24:54 -> 24:55][SPEAKER_00]: 反而是在選品這一塊
[24:55 -> 24:56][SPEAKER_00]: 對
[24:56 -> 24:57][SPEAKER_00]: 是這是你的跟別人
[24:57 -> 24:58][SPEAKER_00]: 最大的差別
[24:58 -> 24:59][SPEAKER_00]: 對
[24:59 -> 25:00][SPEAKER_00]: 他們可能是用廣告來去洗
[25:00 -> 25:01][SPEAKER_00]: 可能不是這麼好的市場的產品
[25:01 -> 25:02][SPEAKER_00]: 對
[25:02 -> 25:03][SPEAKER_00]: 但因為你沒有著重在
[25:03 -> 25:04][SPEAKER_00]: 說這比較沒有著重
[25:04 -> 25:05][SPEAKER_00]: 是在行銷廣告這一塊
[25:05 -> 25:06][SPEAKER_00]: 對
[25:06 -> 25:07][SPEAKER_00]: 那就
[25:07 -> 25:08][SPEAKER_00]: 那
[25:08 -> 25:09][SPEAKER_00]: 那你要回歸到整個需求的
[25:09 -> 25:10][SPEAKER_00]: 市場需求的分支
[25:10 -> 25:11][SPEAKER_00]: 對
[25:11 -> 25:12][SPEAKER_00]: 去找出最好的
[25:12 -> 25:13][SPEAKER_00]: 市場最喜歡的
[25:13 -> 25:14][SPEAKER_00]: 商品
[25:14 -> 25:15][SPEAKER_00]: 是這樣子的意思嗎
[25:15 -> 25:16][SPEAKER_01]: 對
[25:16 -> 25:17][SPEAKER_01]: 像我現在
[25:17 -> 25:18][SPEAKER_01]: 在選任何商品
[25:18 -> 25:19][SPEAKER_01]: 嗯
[25:19 -> 25:20][SPEAKER_01]: 我會用我的數據
[25:20 -> 25:21][SPEAKER_01]: 是
[25:21 -> 25:22][SPEAKER_01]: 然後
[25:22 -> 25:23]: 一些
[25:23 -> 25:26][SPEAKER_01]: 一些我們有計算出來的表格
[25:26 -> 25:27][SPEAKER_01]: 嗯
[25:27 -> 25:28][SPEAKER_01]: 因為我有設定好
[25:28 -> 25:29][SPEAKER_01]: 是
[25:29 -> 25:30][SPEAKER_01]: 可能我這個商品
[25:30 -> 25:31][SPEAKER_01]: 成本多少
[25:31 -> 25:32][SPEAKER_01]: 嗯
[25:32 -> 25:33][SPEAKER_01]: 海運什麼
[25:33 -> 25:34][SPEAKER_01]: 全部跳出來
[25:34 -> 25:35][SPEAKER_01]: 也是基於以往的我的經驗
[25:35 -> 25:36][SPEAKER_01]: 對對對
[25:36 -> 25:37][SPEAKER_01]: 那貿利率什麼
[25:37 -> 25:38][SPEAKER_01]: 全部抓進去
[25:38 -> 25:39][SPEAKER_01]: 對對對
[25:39 -> 25:40][SPEAKER_01]: 那
[25:40 -> 25:41][SPEAKER_01]: 這一個商品
[25:41 -> 25:42][SPEAKER_01]: 我手部會看的就是
[25:42 -> 25:43][SPEAKER_01]: 嗯
[25:43 -> 25:44][SPEAKER_01]: 這個是手機殼
[25:44 -> 25:45][SPEAKER_01]: 嗯
[25:45 -> 25:46][SPEAKER_01]: 那
[25:46 -> 25:48][SPEAKER_01]: 手機殼如果我們賣磁吸的東西
[25:48 -> 25:49][SPEAKER_01]: 一定會有
[25:49 -> 25:50][SPEAKER_01]: 不錯嘛
[25:50 -> 25:51][SPEAKER_01]: 對
[25:51 -> 25:52][SPEAKER_00]: 會有加
[25:52 -> 25:53][SPEAKER_01]: 加
[25:53 -> 25:54][SPEAKER_01]: 加
[25:54 -> 25:55][SPEAKER_01]: 加
[25:55 -> 25:56][SPEAKER_01]: 是在同一個產業內
[25:56 -> 25:57][SPEAKER_01]: 產品內
[25:57 -> 25:58][SPEAKER_01]: 對
[25:58 -> 25:59][SPEAKER_01]: 那
[25:59 -> 26:00][SPEAKER_01]: 這一個磁吸的東西
[26:00 -> 26:01][SPEAKER_01]: 就它有可能有很多不同的型號
[26:01 -> 26:02][SPEAKER_01]: 嗯
[26:02 -> 26:03][SPEAKER_01]: 不同的外觀
[26:03 -> 26:04][SPEAKER_01]: 不同的一些
[26:04 -> 26:05][SPEAKER_01]: 訴求點或什麼
[26:05 -> 26:06][SPEAKER_01]: 那
[26:06 -> 26:07][SPEAKER_01]: 從中去找出
[26:07 -> 26:08][SPEAKER_01]: 那麼多
[26:08 -> 26:09][SPEAKER_01]: 嗯
[26:09 -> 26:10][SPEAKER_01]: 可能幾百幾千個
[26:10 -> 26:11][SPEAKER_01]: 嗯
[26:11 -> 26:12][SPEAKER_01]: 那
[26:12 -> 26:14][SPEAKER_02]: 嗯
[26:14 -> 26:15][SPEAKER_01]: 這裡面
[26:15 -> 26:16][SPEAKER_01]: 哪一個銷量最好
[26:16 -> 26:17][SPEAKER_01]: 嗯
[26:17 -> 26:18][SPEAKER_01]: 那
[26:18 -> 26:19][SPEAKER_01]: 就是已經證實了
[26:19 -> 26:20][SPEAKER_01]: 這個產品
[26:20 -> 26:22][SPEAKER_01]: 在市場是有銷量的
[26:22 -> 26:23][SPEAKER_01]: 嗯
[26:23 -> 26:24][SPEAKER_01]: 而有銷量的前提之下
[26:24 -> 26:25][SPEAKER_01]: 再抓出
[26:25 -> 26:27][SPEAKER_01]: 才會花心思去抓
[26:27 -> 26:28][SPEAKER_01]: 嗯
[26:28 -> 26:30][SPEAKER_01]: 它到底能不能創造出
[26:30 -> 26:31][SPEAKER_01]: 利潤
[26:31 -> 26:32][SPEAKER_01]: 懂
[26:32 -> 26:33][SPEAKER_01]: 它有沒有四成以上的
[26:33 -> 26:34][SPEAKER_01]: 懂
[26:34 -> 26:35][SPEAKER_01]: 的利率
[26:35 -> 26:36][SPEAKER_01]: 懂
[26:36 -> 26:37][SPEAKER_00]: 有的話再走下一步
[26:37 -> 26:38][SPEAKER_00]: 懂
[26:38 -> 26:39][SPEAKER_00]: 就是你先看市場的需求嘛
[26:39 -> 26:40][SPEAKER_00]: 對
[26:40 -> 26:41][SPEAKER_00]: 透過數據
[26:41 -> 26:42][SPEAKER_00]: 然後再找出
[26:42 -> 26:43][SPEAKER_00]: 這樣子一個產品
[26:43 -> 26:44][SPEAKER_00]: 在供應商上面
[26:44 -> 26:45][SPEAKER_00]: 對
[26:45 -> 26:46][SPEAKER_00]: 有沒有利潤可以給你
[26:46 -> 26:47][SPEAKER_00]: 那有的話
[26:47 -> 26:48][SPEAKER_01]: 我們才值得進來嘛
[26:48 -> 26:49][SPEAKER_01]: 對不對
[26:49 -> 26:50][SPEAKER_01]: 對
[26:50 -> 26:51][SPEAKER_01]: 因為現在
[26:51 -> 26:52][SPEAKER_01]: 嗯
[26:52 -> 26:53][SPEAKER_01]: 的
[26:53 -> 26:54][SPEAKER_01]: 市場
[26:54 -> 26:55][SPEAKER_01]: 不缺產品
[26:55 -> 26:56][SPEAKER_01]: 嗯
[26:56 -> 26:57][SPEAKER_01]: 我今天開發一個新的產品
[26:57 -> 26:58][SPEAKER_01]: 沒多久就
[26:58 -> 26:59][SPEAKER_01]: 呵呵
[26:59 -> 27:00]: 嗯
[27:00 -> 27:01][SPEAKER_00]: 沒有那麼的
[27:01 -> 27:02][SPEAKER_00]: 好大
[27:02 -> 27:03][SPEAKER_01]: 沒有那麼好的優勢
[27:03 -> 27:04][SPEAKER_01]: 嗯
[27:04 -> 27:05][SPEAKER_01]: 因為
[27:05 -> 27:06]: 你
[27:06 -> 27:07][SPEAKER_01]: 除了
[27:07 -> 27:10][SPEAKER_01]: 你
[27:10 -> 27:12][SPEAKER_01]: 你除非是做
[27:12 -> 27:13][SPEAKER_01]: 呃
[27:13 -> 27:14][SPEAKER_01]: 專做平台
[27:14 -> 27:15][SPEAKER_01]: 嗯
[27:15 -> 27:16][SPEAKER_01]: 嘿
[27:16 -> 27:17][SPEAKER_01]: 才真正
[27:17 -> 27:18][SPEAKER_01]: 有辦法去做
[27:18 -> 27:19][SPEAKER_01]: 一個品牌要做
[27:19 -> 27:21][SPEAKER_01]: 其實最少少五六百萬
[27:21 -> 27:22][SPEAKER_01]: 對
[27:22 -> 27:23][SPEAKER_01]: 對
[27:23 -> 27:24][SPEAKER_01]: 沒有五六百萬其實
[27:24 -> 27:25][SPEAKER_01]: 那個東西
[27:25 -> 27:26][SPEAKER_01]: 是
[27:26 -> 27:27][SPEAKER_02]: 亂花錢
[27:27 -> 27:28][SPEAKER_02]: 是是是
[27:28 -> 27:29][SPEAKER_01]: 那相對的
[27:29 -> 27:30][SPEAKER_01]: 這個東西進來之後
[27:30 -> 27:31][SPEAKER_01]: 我們就
[27:31 -> 27:33][SPEAKER_01]: 因為相對我們如果是
[27:33 -> 27:34][SPEAKER_01]: 這個是主力我們在賣
[27:34 -> 27:35][SPEAKER_02]: 嗯
[27:35 -> 27:36][SPEAKER_01]: 就有可能
[27:36 -> 27:37][SPEAKER_01]: 因為
[27:37 -> 27:38][SPEAKER_01]: 它在外面也買不到沒錯
[27:38 -> 27:39][SPEAKER_01]: 是
[27:39 -> 27:40][SPEAKER_01]: 平台也買不到
[27:40 -> 27:41][SPEAKER_01]: 是
[27:41 -> 27:42][SPEAKER_01]: 那有可能是因為我們這個主力
[27:42 -> 27:43][SPEAKER_01]: 或是有幾個主力商品
[27:43 -> 27:44][SPEAKER_01]: 呃
[27:44 -> 27:45][SPEAKER_01]: 它就
[27:45 -> 27:46][SPEAKER_01]: 在我們這邊下檔的意願
[27:46 -> 27:47][SPEAKER_01]: 是
[27:47 -> 27:48][SPEAKER_01]: 會提高
[27:48 -> 27:49][SPEAKER_01]: 嗯
[27:49 -> 27:50][SPEAKER_01]: 我們首部不用去
[27:50 -> 27:51][SPEAKER_01]: 先不用去投廣告
[27:51 -> 27:52][SPEAKER_01]: 嗯
[27:52 -> 27:53][SPEAKER_01]: 或是說
[27:53 -> 27:54][SPEAKER_01]: 嗯
[27:54 -> 27:55][SPEAKER_01]: 這一個
[27:55 -> 27:56][SPEAKER_01]: 台語就叫
[27:56 -> 27:57][SPEAKER_01]: 嗯
[27:57 -> 27:58][SPEAKER_01]: 本來就會吸引流量進來
[27:58 -> 27:59][SPEAKER_01]: 對
[27:59 -> 28:00][SPEAKER_01]: 人家就會看到
[28:00 -> 28:01][SPEAKER_01]: 哎
[28:01 -> 28:02][SPEAKER_01]: 我沒有賣這個
[28:02 -> 28:03][SPEAKER_01]: 對
[28:03 -> 28:04][SPEAKER_01]: 那
[28:04 -> 28:05][SPEAKER_01]: 平台就會有一個
[28:05 -> 28:06][SPEAKER_01]: 沒辦法讓你在不同的商店去結帳
[28:06 -> 28:07][SPEAKER_01]: 嗯
[28:07 -> 28:08][SPEAKER_01]: 那
[28:08 -> 28:09][SPEAKER_01]: 取得一個
[28:09 -> 28:10][SPEAKER_01]: 運費的優勢
[28:10 -> 28:11][SPEAKER_01]: 或是什麼
[28:11 -> 28:12][SPEAKER_01]: 對
[28:12 -> 28:13][SPEAKER_00]: 轉向就很多人回到我們這邊
[28:13 -> 28:14][SPEAKER_01]: 對
[28:14 -> 28:15][SPEAKER_01]: 因為你夠多嘛
[28:15 -> 28:16][SPEAKER_00]: 對
[28:16 -> 28:17][SPEAKER_00]: 再加上
[28:17 -> 28:18][SPEAKER_01]: 我們的
[28:18 -> 28:19][SPEAKER_01]: 銷量
[28:19 -> 28:20][SPEAKER_01]: 尤其
[28:20 -> 28:21][SPEAKER_01]: 人家看得到
[28:21 -> 28:22][SPEAKER_01]: 消費者看得到
[28:22 -> 28:23][SPEAKER_01]: 哎
[28:23 -> 28:24][SPEAKER_01]: 這一家
[28:24 -> 28:25][SPEAKER_01]: 銷量很高
[28:25 -> 28:26][SPEAKER_01]: 評價都還OK
[28:26 -> 28:27][SPEAKER_01]: 嗯
[28:27 -> 28:29][SPEAKER_01]: 那跟它買應該不會出
[28:29 -> 28:30][SPEAKER_01]: 懂
[28:30 -> 28:31][SPEAKER_01]: 懂
[28:31 -> 28:32][SPEAKER_00]: OK
[28:32 -> 28:33][SPEAKER_00]: 所以這是
[28:33 -> 28:34][SPEAKER_00]: 其實就
[28:34 -> 28:35][SPEAKER_00]: 簡單就像您說的
[28:35 -> 28:36][SPEAKER_00]: 因為市場變化很快
[28:36 -> 28:37][SPEAKER_00]: 對
[28:37 -> 28:39][SPEAKER_00]: 那所以也沒有辦法去附和說
[28:39 -> 28:40][SPEAKER_00]: 還要去開發一個產品
[28:40 -> 28:41][SPEAKER_00]: 開發一個產品
[28:41 -> 28:42][SPEAKER_00]: 如果它不成功怎麼辦
[28:42 -> 28:43][SPEAKER_00]: 對
[28:43 -> 28:44][SPEAKER_00]: 畢竟它的開發週期很長
[28:44 -> 28:45][SPEAKER_00]: 對
[28:45 -> 28:46][SPEAKER_00]: 那所以你用
[28:46 -> 28:47][SPEAKER_00]: 目前就是一個選品的
[28:47 -> 28:48][SPEAKER_00]: 一個策略來做嗎
[28:48 -> 28:49][SPEAKER_01]: 對
[28:49 -> 28:50][SPEAKER_01]: 我後面會走開發
[28:50 -> 28:51][SPEAKER_01]: 嗯
[28:51 -> 28:52][SPEAKER_01]: 品牌
[28:52 -> 28:55][SPEAKER_01]: 但是不會主重在3C的
[28:55 -> 28:56][SPEAKER_00]: OK
[28:56 -> 28:58][SPEAKER_01]: 因為3C要開發的投入更高
[28:58 -> 28:59][SPEAKER_01]: 哦
[28:59 -> 29:00][SPEAKER_01]: 對
[29:00 -> 29:01][SPEAKER_00]: 沒幾千萬
[29:01 -> 29:02][SPEAKER_00]: 對
[29:02 -> 29:03][SPEAKER_00]: 沒有
[29:03 -> 29:04][SPEAKER_00]: 對
[29:04 -> 29:05][SPEAKER_00]: 而且它一些法規要檢測啊等等之類的
[29:05 -> 29:06][SPEAKER_00]: 那個其實小事情
[29:06 -> 29:07][SPEAKER_01]: OK
[29:07 -> 29:08][SPEAKER_01]: 不是小事情
[29:08 -> 29:11][SPEAKER_01]: 是開發成本太大
[29:11 -> 29:12][SPEAKER_01]: 再加上
[29:12 -> 29:13][SPEAKER_01]: 確定因素太多
[29:13 -> 29:14][SPEAKER_01]: 嗯
[29:14 -> 29:17][SPEAKER_01]: 那現階段就是
[29:17 -> 29:20][SPEAKER_01]: 我同時養四個不同的垂直賬號
[29:20 -> 29:21][SPEAKER_01]: 嗯
[29:21 -> 29:22][SPEAKER_01]: 一個是3C主要
[29:22 -> 29:23][SPEAKER_01]: 一個是
[29:23 -> 29:24][SPEAKER_01]: 保養品
[29:24 -> 29:25][SPEAKER_01]: 一個是寵物
[29:25 -> 29:26][SPEAKER_01]: 寵物
[29:26 -> 29:27][SPEAKER_01]: 寵物是最近開始的
[29:27 -> 29:28][SPEAKER_01]: 嗯
[29:28 -> 29:29][SPEAKER_01]: 但是都賣一些周邊的
[29:29 -> 29:30][SPEAKER_01]: 嗯
[29:30 -> 29:31][SPEAKER_01]: 然後另外一個是成人用品
[29:31 -> 29:32][SPEAKER_02]: 嗯
[29:32 -> 29:34][SPEAKER_01]: 但是成人用品只是在測試看看
[29:34 -> 29:35][SPEAKER_01]: 整個市場
[29:35 -> 29:36][SPEAKER_01]: 對
[29:36 -> 29:38][SPEAKER_01]: 寵物這一塊其實我資源很多
[29:38 -> 29:39][SPEAKER_01]: 嗯
[29:39 -> 29:40][SPEAKER_01]: 啊
[29:40 -> 29:42][SPEAKER_01]: 我說的資源是工廠端
[29:42 -> 29:43][SPEAKER_00]: 對
[29:43 -> 29:44][SPEAKER_00]: 因為你之前有做過這一些
[29:44 -> 29:45][SPEAKER_01]: 對
[29:45 -> 29:48][SPEAKER_01]: 所以你說做零食的工廠啊
[29:48 -> 29:49][SPEAKER_01]: 做飼料的工廠
[29:49 -> 29:50][SPEAKER_01]: 做洗劑的工廠
[29:50 -> 29:51][SPEAKER_01]: 做用品的工廠
[29:51 -> 29:52][SPEAKER_01]: 其實都有
[29:52 -> 29:53][SPEAKER_01]: 嗯
[29:53 -> 29:56][SPEAKER_01]: 只是現階段我寵物垂直這一塊
